,student,balance,income,default
2826,Yes,731.9706113,13593.14051,No
2827,No,1006.719786,47784.31847,No
2828,No,1107.801156,34561.94954,No
2829,No,777.5308087,45673.67391,No
2830,No,1501.426087,35398.95712,No
2831,Yes,862.0600385,12085.45308,No
2832,Yes,12.1864203,19910.96897,No
2833,No,0,30208.04644,No
2834,No,1820.32549,31309.99848,No
2835,No,576.0689929,40179.83005,No
2836,No,837.7526213,31017.90114,No
2837,No,399.793885,34875.33233,No
2838,Yes,578.7550989,20909.83537,No
2839,No,1106.540875,46565.05995,No
2840,No,390.7456114,38442.29606,No
2841,Yes,274.1946278,15421.55166,No
2842,No,1476.877642,42271.33341,No
2843,No,578.4607424,20306.93601,No
2844,No,1064.147713,28192.12588,No
2845,No,1598.303417,46404.66469,No
2846,No,863.4518296,33529.88065,No
2847,No,1157.759857,32574.5029,No
2848,Yes,406.3860491,24086.95249,No
2849,No,309.2444877,44202.7075,No
2850,No,943.9512443,28353.63001,No
2851,No,1206.791937,42916.70139,No
2852,Yes,1448.060458,21028.28675,No
2853,No,1166.593989,26977.62275,No
2854,No,800.308672,61281.30081,No
2855,No,714.9260001,31032.8697,No
2856,No,471.2550831,28417.74199,No
2857,No,662.1644451,30390.06007,No
2858,No,770.4319619,53398.31473,No
2859,No,597.3268696,55496.77711,No
2860,No,140.8530225,48183.27674,No
2861,No,1035.552944,29423.23203,No
2862,Yes,784.1087812,11560.5677,No
2863,Yes,442.027425,17072.33664,No
2864,No,888.081432,54072.65702,No
2865,No,704.2029083,44775.12201,No
2866,Yes,1016.450616,15099.5302,No
2867,No,1036.460728,42914.98167,No
2868,Yes,1060.220034,22795.94299,No
2869,No,1243.92806,38075.4383,No
2870,Yes,1291.977346,26571.87456,No
2871,No,69.25247581,20222.86624,No
2872,No,196.3892855,29932.66203,No
2873,Yes,709.0271029,18305.73452,No
2874,No,1034.149962,52106.8387,No
2875,No,868.0060301,50549.53346,No
2876,No,1236.006993,48800.35685,No
2877,No,12.91234955,46282.25773,No
2878,Yes,826.4536365,21342.70303,No
2879,Yes,703.9900094,20752.17544,No
2880,Yes,817.1214384,13152.03413,No
2881,No,1210.014631,45066.13324,No
2882,Yes,766.4062474,22296.9837,No
2883,No,1643.654052,33980.82583,No
2884,No,1053.014778,54009.63194,No
2885,No,240.0774345,41508.9557,No
2886,No,62.65294851,44440.70548,No
2887,Yes,924.2332039,11194.66888,No
2888,Yes,944.0710359,26027.68765,No
2889,No,295.7854428,51837.75233,No
2890,No,2085.586978,35657.22567,Yes
2891,No,474.3552638,58068.62224,No
2892,No,504.7233526,54297.11366,No
2893,No,292.3841444,33961.10045,No
2894,No,593.2804678,40227.14388,No
2895,No,76.06408834,50054.76235,No
2896,Yes,1270.09281,16809.00645,No
2897,No,877.3436869,40689.47859,No
2898,Yes,932.5609425,20980.8055,No
2899,No,279.9633883,30262.11714,No
2900,No,1155.175006,40398.39935,No
2901,No,0,45431.75759,No
2902,Yes,1216.767562,23378.57282,No
2903,Yes,0,15274.46903,No
2904,Yes,728.5493992,22891.92938,No
2905,No,0,48365.57759,No
2906,Yes,643.5652672,21323.04944,No
2907,No,973.0823643,27289.27132,No
2908,Yes,1177.957425,14385.16707,No
2909,No,196.9871114,41314.99362,No
2910,No,1526.268669,44845.13629,No
2911,No,441.3960846,56060.20361,No
2912,No,1004.641773,56533.31307,No
2913,No,1258.069534,36645.14057,No
2914,No,1563.993419,37119.60197,No
2915,No,367.3515763,29905.52786,No
2916,Yes,1222.768041,18276.43406,No
2917,Yes,1582.202813,19682.87249,No
2918,No,647.130283,32725.38665,No
2919,No,0,33146.49534,No
2920,Yes,1585.333029,15079.48894,No
2921,Yes,837.9723362,25773.18265,No
2922,Yes,686.7821494,10543.55632,No
2923,No,947.842159,37891.03704,No
2924,Yes,1205.055008,18101.67631,No
2925,No,1254.131055,37456.26199,No
2926,No,949.1238463,50528.53387,No
2927,No,530.24602,27610.70309,No
2928,No,833.6899703,54558.14011,No
2929,No,638.4653109,36173.98245,No
2930,Yes,2387.314867,28296.91472,Yes
2931,Yes,839.3908902,21383.23117,No
2932,No,294.634281,63285.02511,No
2933,No,1178.179438,34720.93616,No
2934,No,1149.720136,57890.51596,No
2935,No,909.7642677,42468.27822,No
2936,Yes,1391.508027,18539.59036,No
2937,Yes,1029.249632,18018.35831,No
2938,No,1504.59694,30773.74284,No
2939,No,1276.4893,35122.85361,No
2940,No,874.9150425,25023.32309,No
2941,No,1104.689463,51516.33629,No
2942,No,0,47056.19919,No
2943,No,698.800444,37466.0203,No
2944,No,1055.410868,33945.14276,No
2945,Yes,131.2846105,14491.84407,No
2946,No,795.903786,44181.67186,No
2947,No,611.9542968,39291.20373,No
2948,No,1670.423008,41409.77115,No
2949,No,1423.149545,33591.23154,No
2950,No,770.6419392,29623.47129,No
2951,No,1315.469609,29808.35223,No
2952,No,599.204105,53218.11086,No
2953,No,584.356741,34128.76699,No
2954,No,27.27187849,51659.87841,No
2955,No,65.72759508,32332.18265,No
2956,No,1338.461116,23909.54695,No
2957,Yes,1120.422968,16151.25285,No
2958,No,726.0293438,41996.12441,No
2959,No,1353.588284,44372.79392,No
2960,No,531.7442107,38122.1924,No
2961,No,1824.641385,36762.80884,No
2962,Yes,894.4654681,14035.49914,No
2963,Yes,1275.538565,16445.62472,No
2964,No,550.6243941,19106.26579,No
2965,Yes,270.3910262,13158.44223,No
2966,No,651.9986041,35266.12844,No
2967,No,718.3511021,50765.89263,No
2968,No,1008.94654,31235.78292,No
2969,Yes,1510.747812,13390.92,No
2970,No,1393.368283,38371.97746,No
2971,No,586.5882744,45519.83771,No
2972,No,793.4139267,45873.17997,No
2973,No,285.9101691,43263.63064,No
2974,Yes,550.3810558,20322.76863,No
2975,Yes,716.491995,16785.38532,No
2976,No,383.6864669,39946.48497,No
2977,No,252.3333091,38431.81869,No
2978,No,1164.10427,40167.02331,No
2979,No,1080.185777,38398.8661,No
2980,No,906.4785442,47101.99063,No
2981,No,457.8000986,26567.24108,No
2982,No,1215.867359,42762.12183,No
2983,No,217.3615206,45083.11137,No
2984,Yes,1076.727705,12502.64492,No
2985,Yes,58.06606208,23639.23362,No
2986,No,1615.225001,55219.52001,No
2987,Yes,1119.001789,22811.3938,No
2988,No,671.9580672,17621.45385,No
2989,No,634.2179264,38672.74965,No
2990,Yes,831.8185363,16164.48461,No
2991,Yes,373.0625165,22018.9821,No
2992,No,776.4548762,58481.54391,No
2993,Yes,1031.303939,12195.37983,No
2994,No,910.6724158,43795.5817,No
2995,No,1010.809065,42163.4536,No
2996,No,1090.35035,48280.94632,No
2997,No,1008.550343,53801.61564,No
2998,No,0,50127.18047,No
2999,Yes,1824.368004,20074.2811,No
3000,No,730.1644185,44411.67827,No
3001,No,991.1317826,30941.54852,No
3002,No,1356.516665,35030.63502,No
3003,No,576.6355769,41699.20979,No
3004,No,1334.554191,43385.82181,No
3005,No,1487.661808,47624.3796,No
3006,No,778.6934925,48551.97108,No
3007,No,444.1963823,37599.42019,No
3008,No,1023.36216,34632.10269,No
3009,Yes,153.4000958,17840.38488,No
3010,No,661.7606164,47169.35685,No
3011,No,312.6147065,34918.61291,No
3012,No,645.3725645,30102.03554,No
3013,No,0,49010.27332,No
3014,No,779.6147234,22975.49302,No
3015,Yes,569.4987908,19755.52114,No
3016,No,1287.765895,38507.11939,No
3017,No,1177.81507,32294.54565,No
3018,No,795.3685571,25704.64664,No
3019,No,877.039197,24902.73549,No
3020,No,823.9919883,36701.53017,No
3021,No,1019.215358,52089.64463,No
3022,No,942.7374821,38908.88112,No
3023,No,6.787861759,40145.33909,No
3024,No,0,55158.15124,No
3025,Yes,1420.204205,22790.79583,No
3026,Yes,1254.662583,18189.52076,No
3027,No,0,37796.40346,No
3028,No,1140.071899,33605.37793,No
3029,Yes,747.9585112,19869.39018,No
3030,No,1598.602553,48717.26315,No
3031,No,1226.370717,21426.30698,No
3032,No,929.8199349,50611.98595,No
3033,No,807.405738,43853.88425,No
3034,No,345.3649412,56965.70211,No
3035,No,982.4509449,42907.02619,No
3036,Yes,1067.670767,14485.94849,No
3037,No,742.5406142,39017.95032,No
3038,No,1060.178447,30948.29027,No
3039,No,523.7533678,33767.05071,No
3040,No,697.982915,29799.3192,No
3041,Yes,1500.894533,15802.23288,Yes
3042,Yes,1682.897631,14378.8906,No
3043,Yes,1264.04207,6466.513408,No
3044,No,1352.462336,34247.78002,No
3045,No,376.8789166,50671.32275,No
3046,No,629.5612815,37255.36509,No
3047,Yes,709.4142298,11355.11271,No
3048,No,541.3462788,42332.24628,No
3049,No,421.1723819,42721.47777,No
3050,No,500.8042199,47910.96385,No
3051,No,0,41663.34011,No
3052,No,1089.365873,43360.16015,No
3053,No,603.8474825,56468.12224,No
3054,No,1165.539853,50341.5739,Yes
3055,No,1457.622602,43155.3627,No
3056,No,390.0550264,27108.21366,No
3057,No,584.1412164,35517.22911,No
3058,No,901.0122829,13498.12653,No
3059,Yes,1380.096737,14142.07544,No
3060,No,1146.067689,39902.44189,No
3061,No,1058.025969,43327.02611,No
3062,No,474.3796621,35980.75279,No
3063,Yes,969.1435189,22425.40576,No
3064,Yes,1616.738878,12557.82288,No
3065,No,1185.028651,33298.5004,No
3066,No,472.6332289,41257.38603,No
3067,No,1257.625123,30964.23458,No
3068,No,640.9184388,37306.69399,No
3069,No,105.7442477,42442.84735,No
3070,No,672.4267927,25947.24541,No
3071,No,568.666447,45186.97594,No
3072,Yes,368.1982988,26670.01211,No
3073,No,1546.548506,57266.82959,No
3074,No,230.2203941,28930.25452,No
3075,No,815.0547024,34200.18335,No
3076,Yes,164.3055117,17995.85826,No
3077,Yes,1785.797516,15291.6708,No
3078,No,661.0522978,27873.63791,No
3079,Yes,979.8771549,13522.42151,No
3080,Yes,778.2499052,23805.91057,No
3081,Yes,190.6192783,21744.50932,No
3082,No,523.813717,45284.18935,No
3083,No,175.6988688,40044.47032,No
3084,No,977.9479232,38368.48417,No
3085,No,837.6953592,44260.76441,No
3086,Yes,1436.32082,27658.38667,No
3087,No,638.229501,53812.79788,No
3088,No,714.0116591,48631.36436,No
3089,No,738.2532477,36086.09213,No
3090,No,507.5265349,58027.77092,No
3091,Yes,1033.833494,15818.0614,No
3092,Yes,19.73946092,20514.17137,No
3093,No,434.704864,48898.37012,No
3094,No,0,45334.83933,No
3095,No,629.7640719,53069.32515,No
3096,Yes,522.7677589,26900.28072,No
3097,Yes,294.6564875,11681.46233,No
3098,Yes,469.4256329,14647.00227,No
3099,No,838.4370383,40903.48069,No
3100,No,1407.639515,52746.13315,No
3101,Yes,1417.225499,16053.97426,No
3102,No,363.9940646,38110.44311,No
3103,Yes,128.2518222,17076.5736,No
3104,Yes,1894.168201,28321.68455,Yes
3105,Yes,1624.795642,10623.59745,No
3106,No,645.9492708,46406.33798,No
3107,No,684.0849049,38184.56838,No
3108,No,1168.284538,46904.60382,No
3109,No,766.1240549,51614.0562,No
3110,Yes,738.2686012,14063.07546,No
3111,No,525.8903383,45530.50912,No
3112,No,631.2535067,38877.57033,No
3113,No,0,65943.78394,No
3114,No,913.9139657,53809.33036,No
3115,No,578.7525663,60498.92546,No
3116,No,1503.849951,43888.39666,No
3117,Yes,555.2657969,11581.22066,No
3118,Yes,1289.24621,13624.54526,Yes
3119,No,545.5665107,35714.65113,No
3120,No,1112.348992,33468.82218,No
3121,No,564.9074481,35820.88568,No
3122,No,591.8414074,38879.50988,No
3123,Yes,908.1228119,22084.27165,No
3124,Yes,2169.196187,18195.2669,Yes
3125,Yes,1108.105366,15337.30227,No
3126,No,0,27167.26039,No
3127,No,957.5919029,35330.85535,No
3128,No,448.0399683,29537.31025,No
3129,No,1188.072875,40704.70722,No
3130,Yes,1223.885814,19520.009,No
3131,Yes,959.967042,18413.86385,No
3132,No,734.7218364,35010.02587,No
3133,No,0,47628.41183,No
3134,No,1423.284258,48914.19708,No
3135,No,217.1635013,26975.49181,No
3136,No,672.0451389,36705.34046,No
3137,No,830.7653898,45958.98422,No
3138,No,652.5281789,58750.496,No
3139,No,533.9891482,64930.2398,No
3140,Yes,1626.634079,17721.63006,No
3141,No,1382.120977,30395.68823,No
3142,No,0,38663.20051,No
3143,No,1165.689152,38110.36478,No
3144,No,1190.420507,34198.05133,No
3145,No,435.2146571,39505.41246,No
3146,Yes,1382.422544,17166.04257,No
3147,No,1265.954833,27233.56306,No
3148,No,1303.626132,40010.46516,No
3149,Yes,240.1013667,21142.0419,No
3150,Yes,326.4386248,21109.43181,No
3151,No,562.8019307,41934.59733,No
3152,No,531.4863606,28836.19262,No
3153,Yes,594.5443798,17875.33907,No
3154,No,745.7338929,60180.56113,No
3155,Yes,1218.638905,29899.80685,No
3156,No,266.4604812,37622.05376,No
3157,No,1899.546842,46076.23711,Yes
3158,Yes,717.601673,13729.05176,No
3159,No,507.3345958,56075.10284,No
3160,Yes,1422.774586,14044.5335,No
3161,No,1253.699614,37645.79996,No
3162,No,1301.650765,38918.99417,No
3163,Yes,2415.316994,17429.50337,Yes
3164,Yes,1367.013875,11293.46926,No
3165,No,449.0515984,31624.90568,No
3166,No,505.6978729,31971.31291,No
3167,No,1150.458785,54982.75183,No
3168,No,981.4922134,30385.06908,No
3169,Yes,612.2660524,16270.83564,No
3170,Yes,1122.292386,20351.33607,No
3171,No,59.79707128,36000.07269,No
3172,Yes,1353.011845,26207.68628,No
3173,No,1232.233527,50731.86426,No
3174,No,924.0131534,28803.77469,No
3175,No,517.8245459,65501.62076,No
3176,Yes,1795.71687,12547.82909,No
3177,No,983.56056,26050.13005,No
3178,Yes,990.3542603,18998.09078,No
3179,No,1529.517006,52681.70666,No
3180,No,272.8731293,44249.67868,No
3181,Yes,636.2066156,19468.43387,No
3182,No,1751.347088,38381.5858,Yes
3183,No,721.9203797,46269.83721,No
3184,No,511.4175111,25768.28549,No
3185,No,563.6872028,41354.35016,No
3186,No,1110.720922,47221.44762,No
3187,No,403.0343765,48874.15116,No
3188,No,430.0904233,29246.37709,No
3189,No,278.4739843,33187.76893,No
3190,No,2228.472283,27438.34899,Yes
3191,No,1201.782617,30099.16237,No
3192,No,490.7984044,44686.10315,No
3193,Yes,792.8559724,8699.598343,No
3194,No,870.6623709,37180.06765,No
3195,Yes,1149.209836,11337.05925,No
3196,No,493.533675,49735.56761,No
3197,Yes,874.3483758,10845.01883,No
3198,No,1097.94754,23224.12783,No
3199,No,976.1491224,29998.36307,No
3200,No,1373.725379,43124.21315,No
3201,Yes,1282.762841,22360.19633,No
3202,No,636.7284738,45649.17081,No
3203,No,1823.231922,24744.85406,No
3204,No,605.8638006,34515.19566,No
3205,No,0,27888.82603,No
3206,No,491.5203106,37128.7743,No
3207,No,248.3623967,37868.55976,No
3208,No,1036.503746,37151.41064,No
3209,No,1130.893933,35235.36568,No
3210,Yes,1048.538983,10392.06411,No
3211,No,1251.888502,50174.32907,No
3212,No,1578.847496,61220.13315,Yes
3213,No,0,40341.33883,No
3214,No,1531.962958,33595.43278,No
3215,No,935.4652503,30909.93091,No
3216,Yes,1056.181067,16873.51176,No
3217,Yes,1060.776827,21430.79122,No
3218,No,253.8508786,41472.12196,No
3219,No,323.1232557,36119.42882,No
3220,No,1051.224565,31749.63903,No
3221,Yes,925.9470583,14258.26743,No
3222,Yes,831.2419342,13702.99993,No
3223,No,280.8368683,56567.00833,No
3224,Yes,1092.34255,20465.15382,No
3225,No,702.276627,49708.95525,No
3226,No,663.0958877,32756.25991,No
3227,No,224.7422764,25386.99487,No
3228,No,1108.680514,60725.52684,No
3229,Yes,0,20071.82169,No
3230,No,352.7980607,36751.97786,No
3231,Yes,1390.185426,21735.24694,No
3232,No,599.647361,32471.21624,No
3233,No,514.5454923,45763.89983,No
3234,Yes,484.8943167,15883.66443,No
3235,No,278.7204414,49231.1908,No
3236,No,661.0557337,35806.05151,No
3237,No,1110.29634,27501.12265,No
3238,No,1306.257568,29376.44137,No
3239,Yes,1966.062966,17735.7788,Yes
3240,No,588.5647713,33224.44475,No
3241,No,0,42869.15883,No
3242,No,1289.602237,35164.88976,No
3243,No,1054.278499,50795.20662,No
3244,No,0,43513.11466,No
3245,No,897.8072418,37899.66779,No
3246,Yes,673.7855907,13344.85695,No
3247,No,636.3350235,49487.60089,No
3248,No,412.0716146,48347.29698,No
3249,No,1898.323497,61011.21595,Yes
3250,No,1606.403675,27382.32539,No
3251,No,0,41040.19512,No
3252,Yes,0,20157.25126,No
3253,No,486.3844235,53051.72368,No
3254,No,1738.110835,38821.6263,No
3255,No,0,62746.83679,No
3256,No,355.9366266,34730.88552,No
3257,No,0,24818.35863,No
3258,Yes,1925.987451,20441.67444,No
3259,No,819.1118002,55716.54873,No
3260,Yes,588.756707,24015.96067,No
3261,No,975.5719981,28804.00025,No
3262,No,127.1619255,40727.555,No
3263,No,713.4368134,48176.42822,No
3264,No,737.7230425,48994.81285,No
3265,Yes,687.0644195,14059.45763,No
3266,No,444.5145836,41957.74494,No
3267,No,1061.284237,32839.34486,No
3268,No,1425.495582,37189.02514,No
3269,Yes,638.2619325,21282.65109,No
3270,Yes,1101.444967,20936.92692,No
3271,No,888.2445875,41489.19125,No
3272,No,951.2087248,20616.0807,No
3273,Yes,1152.096644,15852.42345,No
3274,No,883.1603001,27125.90696,No
3275,No,1126.988011,47378.01918,No
3276,No,742.8212302,34353.48791,No
3277,Yes,1532.116645,19462.15441,No
3278,Yes,266.7686301,28452.59827,No
3279,Yes,310.4305997,16479.99239,No
3280,No,1702.301357,46589.06262,No
3281,No,649.7824955,39655.39818,No
3282,No,648.3214545,45392.28403,No
3283,No,995.2741519,24782.87676,No
3284,No,330.0748824,45757.37558,No
3285,No,1358.573433,20700.70608,No
3286,No,1166.798527,30367.61086,Yes
3287,No,671.6695725,26142.91161,No
3288,Yes,484.0854836,12045.31042,No
3289,No,1404.627553,47712.18407,No
3290,No,617.001387,54489.74386,No
3291,Yes,964.6248897,21436.55559,No
3292,No,466.579143,24719.39552,No
3293,No,618.801159,25927.57156,No
3294,No,1310.952365,28978.46412,No
3295,No,123.9274635,28311.8309,No
3296,No,786.2642192,45304.79336,No
3297,No,748.2105894,46981.93176,No
3298,Yes,2124.489239,12651.07432,Yes
3299,Yes,326.3912434,16988.9233,No
3300,Yes,474.8827825,14986.64329,No
3301,No,59.9658271,24889.25459,No
3302,No,1611.333882,47894.27665,No
3303,No,545.6052116,27236.55814,No
3304,No,0,46590.44064,No
3305,No,1249.354139,52232.25119,No
3306,Yes,587.8747541,18448.10027,No
3307,No,1302.734742,43680.06524,Yes
3308,Yes,908.3727454,27416.62435,No
3309,Yes,1252.133019,13860.93503,No
3310,No,277.1686519,37177.03609,No
3311,No,623.5748091,57483.50421,No
3312,No,943.1993902,41765.1425,No
3313,Yes,1815.445231,18919.41697,No
3314,Yes,927.4246504,20498.52765,No
3315,Yes,2008.032985,18601.40309,Yes
3316,No,1028.235235,31297.96196,No
3317,No,408.236017,51131.51326,No
3318,No,1355.436847,42630.66866,No
3319,Yes,376.7707988,16042.23892,No
3320,No,856.4791573,69124.2685,No
3321,No,1110.743705,43991.92013,No
3322,No,437.814279,27855.75497,No
3323,No,1013.705407,60574.80587,No
3324,No,1922.829046,56202.5762,Yes
3325,No,1066.792794,49629.90301,No
3326,No,465.5532801,33998.84758,No
3327,No,899.4833121,36361.97808,No
3328,No,592.8006667,34355.90955,No
3329,No,164.0010194,42695.39792,No
3330,No,0,62975.12874,No
3331,Yes,1335.131324,17044.3654,No
3332,Yes,1549.61638,11927.53195,No
3333,No,1441.070696,33852.6776,No
3334,No,1157.652068,39080.26353,No
3335,No,899.4620065,36335.21952,No
3336,No,331.167032,44752.22929,No
3337,No,439.2017918,42132.01363,No
3338,No,489.7176909,27043.23056,No
3339,No,652.9936792,37143.58123,No
3340,No,206.8208783,49221.14852,No
3341,Yes,932.4874049,14950.09473,No
3342,No,1098.232451,42331.89108,No
3343,Yes,1959.59552,19677.93573,No
3344,Yes,1706.953766,20804.65612,No
3345,No,1255.883711,55971.18547,No
3346,No,537.9544088,54481.308,No
3347,No,349.1618062,38844.34984,No
3348,No,167.6060988,20150.90276,No
3349,No,1612.465315,42281.23114,No
3350,No,551.2540524,48007.99181,No
3351,Yes,1521.496682,16830.56514,No
3352,No,826.9601242,61365.44432,No
3353,No,770.0819346,38010.26111,No
3354,Yes,1109.425497,10973.08825,No
3355,No,559.3240273,53542.41272,No
3356,Yes,390.2781979,9050.002781,No
3357,No,1567.023862,42258.77335,No
3358,No,170.2602366,62708.16202,No
3359,No,528.8502036,46222.28896,No
3360,No,0,49471.7494,No
3361,Yes,1000.415807,14071.00854,No
3362,No,538.7486464,34834.44571,No
3363,No,435.4028043,35168.72709,No
3364,No,110.6605307,64525.9379,No
3365,No,153.563343,49405.26098,No
3366,Yes,856.6247281,19056.86784,No
3367,Yes,934.2520481,20747.21223,No
3368,No,783.1229601,36514.69014,No
3369,Yes,1271.112495,17451.04119,No
3370,No,910.7598227,33660.71897,No
3371,No,748.6520804,40612.21576,No
3372,No,668.9422598,42028.92384,No
3373,Yes,1061.932041,18589.62145,No
3374,No,766.0088421,45155.09721,No
3375,Yes,1396.234603,15837.25338,No
3376,No,265.4358914,34040.54849,No
3377,No,2080.937247,34494.17121,Yes
3378,No,324.6912643,47103.45782,No
3379,Yes,1135.010767,24005.0051,No
3380,No,1731.680766,56228.92168,Yes
3381,Yes,1133.232966,16749.46145,No
3382,No,782.6486901,37497.087,No
3383,Yes,745.5654746,12896.6329,No
3384,No,1444.361237,51154.50812,No
3385,Yes,1340.5292,19318.84043,No
3386,No,1903.667219,41173.50399,Yes
3387,No,317.9035736,42209.48734,No
3388,No,901.3177479,43242.61209,No
3389,No,527.9834823,39950.95852,No
3390,Yes,915.6537558,16888.81242,No
3391,No,1143.550354,42694.80392,No
3392,No,1488.558775,22256.86369,Yes
3393,No,1024.230284,27104.85794,No
3394,No,619.9038223,29217.35234,No
3395,No,1007.248656,34893.13769,No
3396,No,0,42577.81452,No
3397,No,1342.047594,51442.56558,No
3398,Yes,1478.169785,22564.58488,No
3399,No,149.3577795,52310.41153,No
3400,No,279.7242752,52008.41581,No
3401,No,869.8087827,49312.50649,No
3402,No,1493.287852,56364.25489,No
3403,No,1127.822686,43344.89429,No
3404,No,924.6927054,38676.97044,No
3405,No,311.507988,43379.63468,No
3406,No,696.5100668,28610.19466,No
3407,Yes,295.6334521,25452.47585,No
3408,No,464.762682,17862.22687,No
3409,Yes,750.4126745,17291.52689,No
3410,No,890.4076532,52943.3834,No
3411,No,0,37455.19888,No
3412,Yes,340.697866,12351.82596,No
3413,No,724.2438058,43399.71828,No
3414,No,979.8550462,40374.05156,No
3415,No,33.45702647,30510.03842,No
3416,No,1203.736179,40969.08235,No
3417,No,735.7308567,23225.1771,No
3418,Yes,884.9188466,27208.77127,No
3419,No,825.8499757,48216.71189,No
3420,Yes,1734.58584,14165.27886,No
3421,Yes,670.4934929,16513.04426,No
3422,No,874.8472856,36709.10831,No
3423,No,0,40021.35536,No
3424,No,827.3504736,43833.4237,No
3425,No,1508.841378,31739.27192,No
3426,Yes,0,19095.83037,No
3427,Yes,914.515479,7525.584256,No
3428,No,302.9612445,51030.43953,No
3429,Yes,275.4858932,13448.33419,No
3430,No,589.5580943,42335.44703,No
3431,No,1120.267458,45153.04007,No
3432,Yes,1416.966156,11104.56632,No
3433,No,1270.176678,44185.35771,No
3434,No,848.2344863,35186.5775,No
3435,No,560.9680738,43254.71541,No
3436,No,619.6155048,45463.3009,No
3437,No,1197.579775,18449.02078,No
3438,No,1585.729401,52274.86012,Yes
3439,No,478.3633261,28262.86813,No
3440,No,1144.912479,41370.51658,No
3441,No,778.7519229,58860.38076,No
3442,Yes,1675.422141,13703.88109,No
3443,No,680.7697735,56759.23459,No
3444,Yes,1113.577978,17593.52985,No
3445,No,339.3513975,38097.01668,No
3446,No,908.8712521,55612.17236,No
3447,No,480.787555,11193.4157,No
3448,Yes,874.5830207,17378.28727,No
3449,No,0,42515.16283,No
3450,No,1353.522203,52048.50412,No
3451,No,1073.950033,28845.74203,No
3452,Yes,1402.287769,13276.24908,No
3453,No,759.1480034,24473.1066,No
3454,No,4.109498145,38326.19836,No
3455,No,194.5543901,38794.14591,No
3456,Yes,597.5996145,16526.67733,No
3457,Yes,1067.781115,18641.72431,No
3458,No,379.2910135,43096.48981,No
3459,Yes,583.5997492,15179.68613,No
3460,No,465.5222142,30792.88359,No
3461,No,1144.122747,33624.94143,No
3462,Yes,1025.087573,29019.32622,No
3463,No,203.9580437,63638.18732,No
3464,Yes,439.5817266,17823.50194,No
3465,No,0,40574.42079,No
3466,No,720.8575686,42753.72169,No
3467,No,1385.79514,44983.29656,No
3468,No,1127.507577,64618.74214,No
3469,No,808.0001678,36076.0798,No
3470,Yes,280.2481537,25307.37708,No
3471,No,378.7230203,15738.33184,No
3472,Yes,885.5168464,21211.3259,No
3473,No,0,37482.48573,No
3474,Yes,1006.942246,19065.69279,No
3475,No,490.645063,37998.71435,No
3476,Yes,141.0265496,11314.39178,No
3477,No,761.8855412,46421.76407,No
3478,No,1787.60382,33312.80668,No
3479,No,964.5413058,33908.05138,No
3480,No,931.5769842,52703.79122,No
3481,No,10.0565726,37673.31655,No
3482,Yes,1971.663236,22040.26274,No
3483,Yes,1171.519916,17642.26775,No
3484,No,784.383692,44927.4957,No
3485,No,503.4985373,20476.07294,No
3486,Yes,295.4807145,17324.04163,No
3487,Yes,1475.057438,20210.27262,Yes
3488,No,950.4713695,38990.17386,No
3489,Yes,1083.702362,17522.73069,No
3490,Yes,1334.666264,18064.77834,No
3491,No,1332.386178,53517.35049,Yes
3492,No,314.5480494,43440.60406,No
3493,Yes,683.1898968,12367.69713,No
3494,Yes,1087.412755,17060.59429,No
3495,No,443.6347834,46611.02063,No
3496,No,426.5528803,34191.29522,No
3497,No,532.9847408,55847.28595,No
3498,Yes,1378.217339,20119.8292,No
3499,No,470.0359134,29309.12726,No
3500,Yes,470.3093927,10062.0836,No
3501,No,98.39661755,25308.58993,No
3502,No,400.0591104,30160.28898,No
3503,No,1265.725868,20816.95333,No
3504,Yes,700.3351717,15905.2127,No
3505,No,1266.772636,47991.05013,No
3506,No,116.3537354,30765.3518,No
3507,Yes,1023.638535,15738.16001,No
3508,No,823.6641694,24533.20314,No
3509,Yes,1328.671531,13389.43379,No
3510,No,1032.185178,46541.64947,No
3511,Yes,1093.639058,14790.76919,No
3512,No,587.764496,39618.81736,No
3513,No,1379.184314,48254.60001,No
3514,Yes,444.0253084,23691.98322,No
3515,Yes,597.6024871,21296.6123,No
3516,No,738.1944102,35134.26535,No
3517,No,563.4911731,47142.44985,No
3518,Yes,1518.715646,23877.81985,No
3519,No,1610.719681,30098.82399,No
3520,Yes,542.3896938,14294.59508,No
3521,No,586.1690704,31466.85134,No
3522,Yes,648.8853641,24457.36408,No
3523,Yes,913.0464559,17139.5796,No
3524,No,1650.896019,43478.12821,No
3525,No,758.5061124,37485.90813,No
3526,No,1955.557356,45507.9115,No
3527,No,446.9644659,27626.60257,No
3528,No,874.9416209,39807.67955,No
3529,Yes,1124.567376,28936.90622,No
3530,No,0,29427.91484,No
3531,No,184.5691415,44021.30216,No
3532,No,1133.799783,39860.16322,No
3533,Yes,1148.923139,19717.42629,No
3534,No,1040.272472,35639.5543,No
3535,No,753.9608286,21507.99492,No
3536,No,818.4962932,34903.67755,No
3537,Yes,1228.655816,17460.64216,No
3538,Yes,16.4148836,24291.34942,No
3539,No,763.900776,64967.64045,No
3540,Yes,1667.308827,15614.82091,No
3541,No,637.4918793,48942.61214,No
3542,No,911.1320579,31265.21771,No
3543,No,125.0538441,50059.54712,No
3544,Yes,548.2788232,15308.59999,No
3545,No,795.0348699,34169.66973,No
3546,No,649.1590457,37015.27499,No
